"b","dataset","n_models","models","weights","distance_meas","distance_est","var_pred","r2","bias","lower_CI","upper_CI","mae","rmse"
1,"natalia_oliveira_2023",21,"[48] Fernandes et al. 2016; [30] Osses et al. 2010; [40] Britto et al. 2013; [04] Troosters, Gosselink & Decramer 1999; [13] Chetta et al. 2006; [58] Delbressine et al. 2023; [37] Hill et al. 2011; [27] Alameri et al. 2009; [28] Ben Saad et al. 2009; [07] Enrigth et al. 2003; [06] Gibbons et al. 2001; [26] Jenkins et al. 2009; [34] Dourado, Vidotto, Guerra 2011; [10] Camarri et al. 2006; [54] Almeida et al. 2019; [47] Nusdwinuringtyas et al, 2014; [20] Jenkins et al. 2009; [02] Enright & Sherrill 1998; [32] Soares, Pereira 2011; [18] Iwama et al. 2009; [15] Masmoudi et al. 2008","-0.3135;-0.1988;-0.074;0.3;-0.451;0.0984;0.3671;0.8996;0.3563;0.2317;-0.307;-0.0356;-0.1529;-0.3553;0.082;0.6843;-0.1163;0.5105;-0.2283;-0.2715;-0.0258",440.811594202899,501.328929450692,1755.85683961896,0.149375152920105,60.517335247793,-44.7857457110856,182.374854422778,71.4547358972136,89.7398435404892
2,"natalia_oliveira_2023",5,"[47] Nusdwinuringtyas et al, 2014; [28] Ben Saad et al. 2009; [26] Jenkins et al. 2009; [58] Delbressine et al. 2023; [02] Enright & Sherrill 1998","0.5854;0.2875;-0.22;-0.2866;0.6338",447.869565217391,524.646750695369,2130.0018965613,0.119363962066707,76.7771854779777,-53.4851092868183,198.81303043282,85.8474978568764,107.967710704463
3,"natalia_oliveira_2023",14,"[32] Soares, Pereira 2011; [40] Britto et al. 2013; [26] Jenkins et al. 2009; [37] Hill et al. 2011; [50] Zou et al. 2017; [54] Almeida et al. 2019; [58] Delbressine et al. 2023; [13] Chetta et al. 2006; [45] Kim et al. 2014; [48] Fernandes et al. 2016; [15] Masmoudi et al. 2008; [10] Camarri et al. 2006; [30] Osses et al. 2010; [27] Alameri et al. 2009","-0.3453;-0.027;0.2944;1.0061;-0.6144;0.0736;0.4881;-0.6151;0.4307;-0.4488;0.2386;-0.4783;-0.1474;1.1448",436.188405797101,632.868518457247,1114.39615306822,0.0673746146645277,196.680112660146,61.6493410874785,332.115142724651,196.680112660146,213.106019101832
4,"natalia_oliveira_2023",11,"[15] Masmoudi et al. 2008; [54] Almeida et al. 2019; [58] Delbressine et al. 2023; [10] Camarri et al. 2006; [13] Chetta et al. 2006; [02] Enright & Sherrill 1998; [47] Nusdwinuringtyas et al, 2014; [30] Osses et al. 2010; [26] Jenkins et al. 2009; [32] Soares, Pereira 2011; [18] Iwama et al. 2009","0.1946;-0.1361;0.2684;0.1746;-0.4184;0.6845;1.0018;-0.3405;0.1714;-0.3126;-0.2878",448.550724637681,570.878939454165,1604.5918054113,0.278898525318032,122.328214816483,46.95538208783,251.146104595126,122.328214816483,135.081599994464
5,"natalia_oliveira_2023",3,"[50] Zou et al. 2017; [15] Masmoudi et al. 2008; [27] Alameri et al. 2009","-0.3988;0.6718;0.727",463.797101449275,467.997643058009,1043.83394151202,0.132814756626524,4.20054160873364,-110.761498252378,144.870322023764,50.7931911401476,66.9344438207076
6,"natalia_oliveira_2023",21,"[37] Hill et al. 2011; [45] Kim et al. 2014; [07] Enrigth et al. 2003; [02] Enright & Sherrill 1998; [15] Masmoudi et al. 2008; [30] Osses et al. 2010; [34] Dourado, Vidotto, Guerra 2011; [40] Britto et al. 2013; [04] Troosters, Gosselink & Decramer 1999; [54] Almeida et al. 2019; [10] Camarri et al. 2006; [20] Jenkins et al. 2009; [18] Iwama et al. 2009; [48] Fernandes et al. 2016; [26] Jenkins et al. 2009; [32] Soares, Pereira 2011; [06] Gibbons et al. 2001; [43] Rao et al. 2013; [28] Ben Saad et al. 2009; [13] Chetta et al. 2006; [27] Alameri et al. 2009","0.2336;0.5093;0.1563;0.6599;-0.0692;-0.2101;-0.1983;-0.0475;0.2428;0.1449;-0.3279;-0.1667;-0.0252;-0.0926;-0.1026;-0.2525;-0.1928;-0.2784;0.439;-0.3586;0.9368",454.840579710145,532.641915570893,2341.86227681586,0.20077581975613,77.8013358607483,-47.5941843858337,225.777063496919,86.6166733587148,106.826047447443
7,"natalia_oliveira_2023",20,"[10] Camarri et al. 2006; [54] Almeida et al. 2019; [58] Delbressine et al. 2023; [43] Rao et al. 2013; [02] Enright & Sherrill 1998; [40] Britto et al. 2013; [50] Zou et al. 2017; [45] Kim et al. 2014; [20] Jenkins et al. 2009; [18] Iwama et al. 2009; [30] Osses et al. 2010; [06] Gibbons et al. 2001; [37] Hill et al. 2011; [26] Jenkins et al. 2009; [07] Enrigth et al. 2003; [28] Ben Saad et al. 2009; [32] Soares, Pereira 2011; [27] Alameri et al. 2009; [47] Nusdwinuringtyas et al, 2014; [13] Chetta et al. 2006","-0.159;0.0395;0.0609;-0.2046;0.7323;-0.2122;-0.1571;0.4504;-0.1519;-0.1648;-0.3401;-0.3438;0.2306;0.0206;0.2194;0.4639;-0.2666;0.6676;0.4879;-0.3731",444.63768115942,518.002170749445,1754.41767370886,0.383051259428937,73.3644895900249,-9.82523936003422,197.388968237243,76.2531376439642,97.20385899313
8,"natalia_oliveira_2023",3,"[07] Enrigth et al. 2003; [02] Enright & Sherrill 1998; [30] Osses et al. 2010","0.2275;0.1084;0.664",455.115942028986,590.493521246207,3561.83404243411,0.145984420734814,135.377579217221,4.27550073213267,265.785130485012,136.723976909722,154.671521791531
9,"natalia_oliveira_2023",19,"[30] Osses et al. 2010; [13] Chetta et al. 2006; [34] Dourado, Vidotto, Guerra 2011; [04] Troosters, Gosselink & Decramer 1999; [40] Britto et al. 2013; [37] Hill et al. 2011; [15] Masmoudi et al. 2008; [27] Alameri et al. 2009; [18] Iwama et al. 2009; [28] Ben Saad et al. 2009; [02] Enright & Sherrill 1998; [58] Delbressine et al. 2023; [45] Kim et al. 2014; [50] Zou et al. 2017; [10] Camarri et al. 2006; [32] Soares, Pereira 2011; [54] Almeida et al. 2019; [07] Enrigth et al. 2003; [48] Fernandes et al. 2016","-0.198;-0.3566;-0.2052;0.3169;-0.178;0.2593;-0.0159;0.9891;-0.0142;0.304;0.4486;0.0787;0.4482;-0.3655;-0.3888;-0.2683;0.0444;0.1836;-0.0824",450.855072463768,496.944145490201,2214.06440043256,0.145787440064362,46.0890730264332,-77.5821305452109,187.971652618244,67.3358495237495,87.7523567029552
10,"natalia_oliveira_2023",12,"[48] Fernandes et al. 2016; [45] Kim et al. 2014; [28] Ben Saad et al. 2009; [37] Hill et al. 2011; [47] Nusdwinuringtyas et al, 2014; [10] Camarri et al. 2006; [43] Rao et al. 2013; [27] Alameri et al. 2009; [04] Troosters, Gosselink & Decramer 1999; [06] Gibbons et al. 2001; [18] Iwama et al. 2009; [54] Almeida et al. 2019","-0.3424;0.3275;0.6425;0.4548;0.7448;-0.6652;-0.5125;0.8094;0.3149;-0.4119;-0.2787;-0.0831",440.942028985507,594.18098365833,1013.49860732173,0.227414526662617,153.238954672822,24.9680678807677,279.801420068914,153.628466252253,169.96001638708
